step,total,elapsed_s,rec_raw,rec_scaled,deg_raw,deg_scaled,freq_raw,freq_scaled,pres_raw,pres_scaled
1,2.599999938160181,1.41,3.755852699279785,0.9999999664723873,6.5477238819003105,1.000000030733645,360.69906187057495,1.000000030733645,1.8610365465283394,1.0000000186264515
2,3.968436598777771,2.33,3.525376319885254,0.938635379076004,4.986323744058609,0.7615354526787996,580.9489440917969,1.6106195375323296,4.630205988883972,2.4879716113209724
3,2.9970735162496567,3.66,2.544227823615074,0.6774035170674324,2.906222216784954,0.4438523091375828,354.23582553863525,0.9820813965052366,3.7212089598178864,1.9995356798171997
4,0.7450529038906097,6.26,1.4200021922588348,0.3780771717429161,0.8047814816236496,0.12291011586785316,183.94922828674316,0.5099797993898392,0.47367601096630096,0.2545226886868477
5,0.33901751786470413,9.0,0.6843853369355202,0.18221835792064667,0.5559678636491299,0.0849100979976356,55.520667552948,0.1539251832291484,0.18415253050625324,0.09895159769803286
6,0.5972656086087227,10.92,1.1085357815027237,0.29514889046549797,0.870932575315237,0.13301303330808878,126.38830852508545,0.3503982303664088,0.3732687793672085,0.200570372864604
7,0.35810989886522293,11.88,0.5654817223548889,0.15056014340370893,0.2398310098797083,0.03662815014831722,63.2883460521698,0.1754602463915944,0.31952069979161024,0.17168965586461127
8,2.49240530282259,14.35,2.905904695391655,0.7737003862857819,2.7970377057790756,0.4271771125495434,408.4571723937988,1.132404362782836,2.590331695973873,1.3918758258223534
9,2.492708820849657,16.75,3.986304335296154,1.0613579992204905,6.9100856855511665,1.0553417010232806,299.35054636001587,0.829917780123651,1.5273307720199227,0.8206882365047932
10,2.8081731498241425,19.23,3.2771260738372803,0.8725384846329689,4.44229930639267,0.6784494370222092,370.6377983093262,1.0275541543960571,2.7797455191612244,1.4936544857919216
11,0.789256364107132,21.79,1.3034376725554466,0.3470417261123657,1.106912875548005,0.16905308398418128,177.25470972061157,0.4914199453778565,0.5742155723273754,0.30854611471295357
12,2.850099489092827,24.22,3.234203577041626,0.8611102998256683,5.330474317073822,0.8140957914292812,435.6140441894531,1.207693886011839,2.7192941680550575,1.4611719120293856
13,2.8561128824949265,26.62,3.1140259504318237,0.8291128724813461,4.474777847528458,0.6834096945822239,361.32689666748047,1.0017406344413757,2.9499681666493416,1.5851210467517376
14,1.3628384470939636,29.07,1.7440195679664612,0.46434715390205383,1.2362645864486694,0.18880829960107803,261.3799591064453,0.7246483266353607,1.3615757822990417,0.7316222935914993
15,2.3544832468032837,31.55,2.6013576686382294,0.6926143765449524,3.8486541360616684,0.5877850577235222,363.5784034729004,1.0079827159643173,2.3582647144794464,1.2671781182289124
16,0.9469597265124321,34.14,1.1866776645183563,0.31595425121486187,0.824723114259541,0.1259557018056512,169.33707666397095,0.46946915704756975,0.969750139862299,0.521080669015646
17,0.4766819104552269,36.61,0.9646646976470947,0.2568430583924055,0.40640013106167316,0.06206739298067987,87.04842734336853,0.24133256170898676,0.3064604140818119,0.1646719016134739
18,0.8065504133701324,39.07,0.8617019206285477,0.2294290978461504,0.6864822097122669,0.1048428826034069,88.29309225082397,0.24478327948600054,0.9309305362403393,0.5002215430140495
19,3.017100604251027,41.45,4.548026993870735,1.2109172716736794,4.329871140420437,0.6612788154743612,624.9745664596558,1.7326759938150644,2.423583815805614,1.3022763477638364
20,1.6839096173644066,44.02,1.600950337946415,0.4262548089027405,1.6466642916202545,0.25148653239011765,221.60062456130981,0.6143643222749233,1.9921932891011238,1.070475131738931
