detector,category,family,severity,restorer,n,auroc_clean,auroc_degraded,auroc_method,gap_closed,n_pixel_images,pix_auroc_clean,pix_auroc_degraded,pix_auroc_method,pix_gap_closed
padim,bottle,motion,2,divide_lpres_on,16,1.0,1.0,0.75,,16,0.9865191025913644,0.984798587392808,0.932015486596644,-30.678659996990536
padim,bottle,motion,2,identity,16,1.0,1.0,1.0,,16,0.9865191025913644,0.984798587392808,0.984798587392808,0.0
padim,bottle,motion,2,restormer_deblur,16,1.0,1.0,1.0,,16,0.9865191025913644,0.984798587392808,0.986362277280192,0.9088497960937408
padim,bottle,motion,2,wiener,16,1.0,1.0,0.75,,16,0.9865191025913644,0.984798587392808,0.941788349208567,-24.998464541511098
padim,bottle,motion,3,divide_lpres_off,16,1.0,0.9375,0.5,-7.0,16,0.9865191025913644,0.9791782192398626,0.8366877474672878,-19.41053480211278
padim,bottle,motion,3,divide_lpres_on,16,1.0,0.9375,0.5,-7.0,16,0.9865191025913644,0.9791782192398626,0.8428511956738449,-18.570929006538297
padim,bottle,motion,3,identity,16,1.0,0.9375,0.9375,0.0,16,0.9865191025913644,0.9791782192398626,0.9791782192398626,0.0
padim,bottle,motion,3,restormer_deblur,16,1.0,0.9375,0.9375,0.0,16,0.9865191025913644,0.9791782192398626,0.9850183896996758,0.7955678056944587
padim,bottle,motion,3,wiener,16,1.0,0.9375,0.5,-7.0,16,0.9865191025913644,0.9791782192398626,0.8333041464003158,-19.87146040261014
padim,bottle,motion,4,divide_lpres_off,16,1.0,0.75,0.5,-1.0,16,0.9865191025913644,0.9652027494699806,0.8924764561679118,-3.4117605806179285
padim,bottle,motion,4,divide_lpres_on,16,1.0,0.75,0.6875,-0.25,16,0.9865191025913644,0.9652027494699806,0.909271967696317,-2.623843837413077
padim,bottle,motion,4,identity,16,1.0,0.75,0.75,0.0,16,0.9865191025913644,0.9652027494699806,0.9652027494699806,0.0
padim,bottle,motion,4,restormer_deblur,16,1.0,0.75,0.6875,-0.25,16,0.9865191025913644,0.9652027494699806,0.9702769298709016,0.2380416749538129
padim,bottle,motion,4,wiener,16,1.0,0.75,0.6875,-0.25,16,0.9865191025913644,0.9652027494699806,0.8609871570516541,-4.888997279454043
padim,bottle,noise,2,divide_lpres_off,16,1.0,0.5,0.5,0.0,16,0.9865191025913644,0.954144481437523,0.9357409954911784,-0.5684540943009895
padim,bottle,noise,2,divide_lpres_on,16,1.0,0.5,0.5,0.0,16,0.9865191025913644,0.954144481437523,0.9641355663034265,0.3086085492221433
padim,bottle,noise,2,identity,16,1.0,0.5,0.5,0.0,16,0.9865191025913644,0.954144481437523,0.954144481437523,0.0
padim,bottle,noise,2,restormer_deblur,16,1.0,0.5,0.5,0.0,16,0.9865191025913644,0.954144481437523,0.954144481437523,0.0
padim,bottle,noise,2,wiener,16,1.0,0.5,0.5,0.0,16,0.9865191025913644,0.954144481437523,0.949439798677978,-0.145320086903522
padim,bottle,noise,3,divide_lpres_off,16,1.0,0.5,0.5,0.0,16,0.9865191025913644,0.9362361731011892,0.903513525864262,-0.6507705014148181
padim,bottle,noise,3,divide_lpres_on,16,1.0,0.5,0.5,0.0,16,0.9865191025913644,0.9362361731011892,0.9487450091674624,0.2487690393758267
padim,bottle,noise,3,identity,16,1.0,0.5,0.5,0.0,16,0.9865191025913644,0.9362361731011892,0.9362361731011892,0.0
padim,bottle,noise,3,restormer_deblur,16,1.0,0.5,0.5,0.0,16,0.9865191025913644,0.9362361731011892,0.9362361731011892,0.0
padim,bottle,noise,3,wiener,16,1.0,0.5,0.5,0.0,16,0.9865191025913644,0.9362361731011892,0.9296632477016245,-0.1307188237878858
padim,bottle,noise,4,divide_lpres_off,16,1.0,0.5,0.5,0.0,16,0.9865191025913644,0.9009019819882824,0.8616558548481826,-0.4583911122407808
padim,bottle,noise,4,divide_lpres_on,16,1.0,0.5,0.5,0.0,16,0.9865191025913644,0.9009019819882824,0.9213097190003856,0.2383604688916457
padim,bottle,noise,4,identity,16,1.0,0.5,0.5,0.0,16,0.9865191025913644,0.9009019819882824,0.9009019819882824,0.0
padim,bottle,noise,4,restormer_deblur,16,1.0,0.5,0.5,0.0,16,0.9865191025913644,0.9009019819882824,0.9009019819882824,0.0
padim,bottle,noise,4,wiener,16,1.0,0.5,0.5,0.0,16,0.9865191025913644,0.9009019819882824,0.8894666850842425,-0.1335632035215659
padim,carpet,defocus,2,divide_lpres_off,16,0.9375,0.9375,0.7734375,,16,0.9805406564110744,0.994832588250716,0.9759765692660756,1.3193471110979975
padim,carpet,defocus,2,divide_lpres_on,16,0.9375,0.9375,0.8828125,,16,0.9805406564110744,0.994832588250716,0.9720420685003578,1.594642348289414
padim,carpet,defocus,2,identity,16,0.9375,0.9375,0.9375,,16,0.9805406564110744,0.994832588250716,0.994832588250716,-0.0
padim,carpet,defocus,2,restormer_deblur,16,0.9375,0.9375,0.890625,,16,0.9805406564110744,0.994832588250716,0.9929941110364412,0.1286374182932708
