detector,category,family,severity,restorer,n,auroc_clean,auroc_degraded,auroc_method,gap_closed,n_pixel_images,pix_auroc_clean,pix_auroc_degraded,pix_auroc_method,pix_gap_closed
padim,screw,noise,4,identity,16,0.6640625,0.578125,0.578125,0.0,16,0.9434001299263388,0.8949004643441867,0.8949004643441867,0.0
padim,screw,noise,4,restormer_deblur,16,0.6640625,0.578125,0.578125,0.0,16,0.9434001299263388,0.8949004643441867,0.8949004643441867,0.0
padim,screw,noise,4,wiener,16,0.6640625,0.578125,0.578125,0.0,16,0.9434001299263388,0.8949004643441867,0.9056971936933484,0.2226145112459253
patchcore,bottle,defocus,2,divide_lpres_off,16,1.0,0.8125,0.5625,-1.3333333333333333,16,0.9682322615134492,0.9589011563257088,0.9476165204443344,-1.2093568397664605
patchcore,bottle,defocus,2,divide_lpres_on,16,1.0,0.8125,1.0,1.0,16,0.9682322615134492,0.9589011563257088,0.9666589079320668,0.8313861488294262
patchcore,bottle,defocus,2,identity,16,1.0,0.8125,0.8125,0.0,16,0.9682322615134492,0.9589011563257088,0.9589011563257088,0.0
patchcore,bottle,defocus,2,restormer_deblur,16,1.0,0.8125,0.875,0.3333333333333333,16,0.9682322615134492,0.9589011563257088,0.9545702831801546,-0.4641329251377559
patchcore,bottle,defocus,2,wiener,16,1.0,0.8125,1.0,1.0,16,0.9682322615134492,0.9589011563257088,0.9638132910259106,0.5264258200256461
patchcore,bottle,defocus,3,divide_lpres_off,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.9376425785635332,0.913706281758898,-0.7824957468119417
patchcore,bottle,defocus,3,divide_lpres_on,16,1.0,0.5,0.9375,0.875,16,0.9682322615134492,0.9376425785635332,0.9592639008491256,0.7068174691771957
patchcore,bottle,defocus,3,identity,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.9376425785635332,0.9376425785635332,0.0
patchcore,bottle,defocus,3,restormer_deblur,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.9376425785635332,0.9487570941963852,0.3633419689589294
patchcore,bottle,defocus,3,wiener,16,1.0,0.5,1.0,1.0,16,0.9682322615134492,0.9376425785635332,0.9569499043969208,0.6311711652912244
patchcore,bottle,defocus,4,divide_lpres_off,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.8743290464211305,0.7507700555907769,-1.3158121445456303
patchcore,bottle,defocus,4,divide_lpres_on,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.8743290464211305,0.8904200546411969,0.1713573726335873
patchcore,bottle,defocus,4,identity,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.8743290464211305,0.8743290464211305,0.0
patchcore,bottle,defocus,4,restormer_deblur,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.8743290464211305,0.9406332601806234,0.7060909862810069
patchcore,bottle,defocus,4,wiener,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.8743290464211305,0.93380615821431,0.6333873843904698
patchcore,bottle,mixed,2,divide_lpres_off,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.7386300858833674,0.5560122434252236,-0.795366341616746
patchcore,bottle,mixed,2,divide_lpres_on,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.7386300858833674,0.7568892200371421,0.079525092058328
patchcore,bottle,mixed,2,identity,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.7386300858833674,0.7386300858833674,0.0
patchcore,bottle,mixed,2,restormer_deblur,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.7386300858833674,0.7386300858833674,0.0
patchcore,bottle,mixed,2,wiener,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.7386300858833674,0.7354153203859349,-0.0140014592135742
patchcore,bottle,mixed,3,divide_lpres_off,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.6071253840085292,0.5293405959445437,-0.2154065538752461
patchcore,bottle,mixed,3,divide_lpres_on,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.6071253840085292,0.6147326770618226,0.0210665969749902
patchcore,bottle,mixed,3,identity,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.6071253840085292,0.6071253840085292,0.0
patchcore,bottle,mixed,3,restormer_deblur,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.6071253840085292,0.6071253840085292,0.0
patchcore,bottle,mixed,3,wiener,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.6071253840085292,0.6019582141641304,-0.0143092534822419
patchcore,bottle,mixed,4,divide_lpres_off,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.5560489370073122,0.5193441429908123,-0.0890496821055974
patchcore,bottle,mixed,4,divide_lpres_on,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.5560489370073122,0.5560891980209928,9.767744420237607e-05
patchcore,bottle,mixed,4,identity,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.5560489370073122,0.5560489370073122,0.0
patchcore,bottle,mixed,4,restormer_deblur,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.5560489370073122,0.5565952636739653,0.0013254458251257
patchcore,bottle,mixed,4,wiener,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.5560489370073122,0.5516880067026944,-0.0105800745574628
patchcore,bottle,motion,2,divide_lpres_off,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.9537228043785932,0.8449540047617338,-7.496407247075023
patchcore,bottle,motion,2,divide_lpres_on,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.9537228043785932,0.9350235004438676,-1.288766613452696
patchcore,bottle,motion,2,identity,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.9537228043785932,0.9537228043785932,0.0
patchcore,bottle,motion,2,restormer_deblur,16,1.0,0.5,0.75,0.5,16,0.9682322615134492,0.9537228043785932,0.9597757585012122,0.4171730249009769
patchcore,bottle,motion,2,wiener,16,1.0,0.5,0.5625,0.125,16,0.9682322615134492,0.9537228043785932,0.9519163702593024,-0.1245004621813944
patchcore,bottle,motion,3,divide_lpres_off,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.9010327398368064,0.8012415681206159,-1.484998244427617
patchcore,bottle,motion,3,divide_lpres_on,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.9010327398368064,0.8751886861852674,-0.3845868691729358
patchcore,bottle,motion,3,identity,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.9010327398368064,0.9010327398368064,0.0
patchcore,bottle,motion,3,restormer_deblur,16,1.0,0.5,0.6875,0.375,16,0.9682322615134492,0.9010327398368064,0.9569040577055437,0.8314243386669343
patchcore,bottle,motion,3,wiener,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.9010327398368064,0.9271740024885022,0.3890096536324308
patchcore,bottle,motion,4,divide_lpres_off,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.8282563698917794,0.6979542308719414,-0.9308898661779677
patchcore,bottle,motion,4,divide_lpres_on,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.8282563698917794,0.8114385429174061,-0.1201480253458852
patchcore,bottle,motion,4,identity,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.8282563698917794,0.8282563698917794,0.0
patchcore,bottle,motion,4,restormer_deblur,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.8282563698917794,0.8552374043889204,0.1927548678887213
patchcore,bottle,motion,4,wiener,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.8282563698917794,0.8166397323751232,-0.0829902734111808
patchcore,bottle,noise,2,divide_lpres_off,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.8568738399921948,0.6391446114455437,-1.955211160254225
patchcore,bottle,noise,2,divide_lpres_on,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.8568738399921948,0.8863548799406379,0.2647401026855985
patchcore,bottle,noise,2,identity,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.8568738399921948,0.8568738399921948,0.0
patchcore,bottle,noise,2,restormer_deblur,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.8568738399921948,0.8568738399921948,0.0
patchcore,bottle,noise,2,wiener,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.8568738399921948,0.8618828088529382,0.04498060220607
patchcore,bottle,noise,3,divide_lpres_off,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.7189541717545036,0.5974087196182236,-0.4875897928045565
patchcore,bottle,noise,3,divide_lpres_on,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.7189541717545036,0.7508363078917702,0.1278978676709893
patchcore,bottle,noise,3,identity,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.7189541717545036,0.7189541717545036,0.0
patchcore,bottle,noise,3,restormer_deblur,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.7189541717545036,0.7189541717545036,0.0
patchcore,bottle,noise,3,wiener,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.7189541717545036,0.7219202363066687,0.0118986171429398
patchcore,bottle,noise,4,divide_lpres_off,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.6100822751651721,0.5762997172555647,-0.0943251687765138
patchcore,bottle,noise,4,divide_lpres_on,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.6100822751651721,0.6372977011470822,0.0759889069364499
patchcore,bottle,noise,4,identity,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.6100822751651721,0.6100822751651721,0.0
patchcore,bottle,noise,4,restormer_deblur,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.6100822751651721,0.6100822751651721,0.0
patchcore,bottle,noise,4,wiener,16,1.0,0.5,0.5,0.0,16,0.9682322615134492,0.6100822751651721,0.6098911627584604,-0.0005336099790488
patchcore,carpet,defocus,2,divide_lpres_off,16,0.8125,0.5,0.8125,1.0,16,0.9839746633164697,0.6746213766542148,0.9805918077668058,0.9890647499298848
patchcore,carpet,defocus,2,divide_lpres_on,16,0.8125,0.5,0.75,0.8,16,0.9839746633164697,0.6746213766542148,0.9774244925144066,0.978826244670824
patchcore,carpet,defocus,2,identity,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.6746213766542148,0.6746213766542148,0.0
patchcore,carpet,defocus,2,restormer_deblur,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.6746213766542148,0.934971862662767,0.841595991487872
patchcore,carpet,defocus,2,wiener,16,0.8125,0.5,0.625,0.4,16,0.9839746633164697,0.6746213766542148,0.9714840760422204,0.9596235507661304
patchcore,carpet,defocus,3,divide_lpres_off,16,0.8125,0.5,0.6875,0.6,16,0.9839746633164697,0.535229104528036,0.9142414502070484,0.8446041153082524
patchcore,carpet,defocus,3,divide_lpres_on,16,0.8125,0.5,0.5625,0.2,16,0.9839746633164697,0.535229104528036,0.9107925752179076,0.8369185239489698
patchcore,carpet,defocus,3,identity,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.535229104528036,0.535229104528036,0.0
patchcore,carpet,defocus,3,restormer_deblur,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.535229104528036,0.6429473257463875,0.2400429800557347
patchcore,carpet,defocus,3,wiener,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.535229104528036,0.8519184548113399,0.7057214140198563
patchcore,carpet,defocus,4,divide_lpres_off,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.5048914564812401,0.7587829033098775,0.5299527163680317
patchcore,carpet,defocus,4,divide_lpres_on,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.5048914564812401,0.7890196816571589,0.5930665511171604
patchcore,carpet,defocus,4,identity,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.5048914564812401,0.5048914564812401,0.0
patchcore,carpet,defocus,4,restormer_deblur,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.5048914564812401,0.5180392667882895,0.0274436885273068
patchcore,carpet,defocus,4,wiener,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.5048914564812401,0.6019517562910839,0.2025959132464971
patchcore,carpet,mixed,2,divide_lpres_off,16,0.8125,0.5,0.5625,0.2,16,0.9839746633164697,0.7029483875326982,0.8273395598097443,0.4426318212776508
patchcore,carpet,mixed,2,divide_lpres_on,16,0.8125,0.5,0.5625,0.2,16,0.9839746633164697,0.7029483875326982,0.7904588847382696,0.311396138889533
patchcore,carpet,mixed,2,identity,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.7029483875326982,0.7029483875326982,0.0
patchcore,carpet,mixed,2,restormer_deblur,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.7029483875326982,0.7071265166652188,0.0148673967260461
patchcore,carpet,mixed,2,wiener,16,0.8125,0.5,0.5625,0.2,16,0.9839746633164697,0.7029483875326982,0.7417827392156295,0.1381876181315212
patchcore,carpet,mixed,3,divide_lpres_off,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.6046057394376394,0.709738294523006,0.2771248472606726
patchcore,carpet,mixed,3,divide_lpres_on,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.6046057394376394,0.6585970907055088,0.1423188560513568
patchcore,carpet,mixed,3,identity,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.6046057394376394,0.6046057394376394,0.0
patchcore,carpet,mixed,3,restormer_deblur,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.6046057394376394,0.6053538161565266,0.0019718977275169
patchcore,carpet,mixed,3,wiener,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.6046057394376394,0.598525082288439,-0.016028348044508
patchcore,carpet,mixed,4,divide_lpres_off,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.5318410409366886,0.5828780278194579,0.1128803175798756
patchcore,carpet,mixed,4,divide_lpres_on,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.5318410409366886,0.5740967576907113,0.0934584703778764
patchcore,carpet,mixed,4,identity,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.5318410409366886,0.5318410409366886,0.0
patchcore,carpet,mixed,4,restormer_deblur,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.5318410409366886,0.5267502582071255,-0.0112594650731083
patchcore,carpet,mixed,4,wiener,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.5318410409366886,0.5265658934931804,-0.0116672310626729
patchcore,carpet,motion,2,divide_lpres_off,16,0.8125,0.5,0.625,0.4,16,0.9839746633164697,0.5159596135097829,0.9214371027005052,0.8663770307348119
patchcore,carpet,motion,2,divide_lpres_on,16,0.8125,0.5,0.5625,0.2,16,0.9839746633164697,0.5159596135097829,0.9084325138273536,0.8385903412287306
patchcore,carpet,motion,2,identity,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.5159596135097829,0.5159596135097829,0.0
patchcore,carpet,motion,2,restormer_deblur,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.5159596135097829,0.5790364771860732,0.1347752891757309
patchcore,carpet,motion,2,wiener,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.5159596135097829,0.8146862785897905,0.6382843141548471
patchcore,carpet,motion,3,divide_lpres_off,16,0.8125,0.5,0.6875,0.6,16,0.9839746633164697,0.5044382667786369,0.9596215866477932,0.9492153737557752
patchcore,carpet,motion,3,divide_lpres_on,16,0.8125,0.5,0.625,0.4,16,0.9839746633164697,0.5044382667786369,0.9543417407503934,0.9382050605959826
patchcore,carpet,motion,3,identity,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.5044382667786369,0.5044382667786369,0.0
patchcore,carpet,motion,3,restormer_deblur,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.5044382667786369,0.573679282618558,0.144391575571383
patchcore,carpet,motion,3,wiener,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.5044382667786369,0.8380696108028667,0.6957372713166063
patchcore,carpet,motion,4,divide_lpres_off,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.5022365080744022,0.6252652052625991,0.2553849967029838
patchcore,carpet,motion,4,divide_lpres_on,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.5022365080744022,0.6228781165841369,0.250429838693416
patchcore,carpet,motion,4,identity,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.5022365080744022,0.5022365080744022,0.0
patchcore,carpet,motion,4,restormer_deblur,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.5022365080744022,0.5097071400303091,0.0155076609037808
patchcore,carpet,motion,4,wiener,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.5022365080744022,0.5316547457021786,0.0610668623767077
patchcore,carpet,noise,2,divide_lpres_off,16,0.8125,0.75,0.859375,1.75,16,0.9839746633164697,0.9787044862808468,0.9470104092898858,-6.013854331027299
patchcore,carpet,noise,2,divide_lpres_on,16,0.8125,0.75,0.875,2.0,16,0.9839746633164697,0.9787044862808468,0.9503948069091904,-5.371675217037691
patchcore,carpet,noise,2,identity,16,0.8125,0.75,0.75,0.0,16,0.9839746633164697,0.9787044862808468,0.9787044862808468,0.0
patchcore,carpet,noise,2,restormer_deblur,16,0.8125,0.75,0.75,0.0,16,0.9839746633164697,0.9787044862808468,0.978713216648259,0.0016565605582741
patchcore,carpet,noise,2,wiener,16,0.8125,0.75,0.6875,-1.0,16,0.9839746633164697,0.9787044862808468,0.9459357407884976,-6.217769397660569
patchcore,carpet,noise,3,divide_lpres_off,16,0.8125,0.5,0.8125,1.0,16,0.9839746633164697,0.9660165638664466,0.905683306787602,-3.3596682793048998
patchcore,carpet,noise,3,divide_lpres_on,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.9660165638664466,0.9137045727600692,-2.913002639948665
patchcore,carpet,noise,3,identity,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.9660165638664466,0.9660165638664466,0.0
patchcore,carpet,noise,3,restormer_deblur,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.9660165638664466,0.966150735045705,0.0074713462653327
patchcore,carpet,noise,3,wiener,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.9660165638664466,0.9044756015140318,-3.426919564828241
patchcore,carpet,noise,4,divide_lpres_off,16,0.8125,0.5,0.5625,0.2,16,0.9839746633164697,0.9149504338844968,0.9655042137783436,0.7324062913830929
patchcore,carpet,noise,4,divide_lpres_on,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.9149504338844968,0.9484936226336048,0.4859625239593081
patchcore,carpet,noise,4,identity,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.9149504338844968,0.9149504338844968,0.0
patchcore,carpet,noise,4,restormer_deblur,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.9149504338844968,0.9149504338844968,0.0
patchcore,carpet,noise,4,wiener,16,0.8125,0.5,0.5,0.0,16,0.9839746633164697,0.9149504338844968,0.9129847397978624,-0.028478319900285
patchcore,screw,defocus,2,divide_lpres_off,16,0.53125,0.6171875,0.6875,-0.8181818181818182,16,0.9365443546550852,0.9375803217465982,0.954196501515789,-16.039293048316576
patchcore,screw,defocus,2,divide_lpres_on,16,0.53125,0.6171875,0.671875,-0.6363636363636364,16,0.9365443546550852,0.9375803217465982,0.94925654056966,-11.270839507081028
patchcore,screw,defocus,2,identity,16,0.53125,0.6171875,0.6171875,-0.0,16,0.9365443546550852,0.9375803217465982,0.9375803217465982,-0.0
patchcore,screw,defocus,2,restormer_deblur,16,0.53125,0.6171875,0.59375,0.2727272727272727,16,0.9365443546550852,0.9375803217465982,0.9403970036459356,-2.718891287582601
patchcore,screw,defocus,2,wiener,16,0.53125,0.6171875,0.625,-0.09090909090909091,16,0.9365443546550852,0.9375803217465982,0.9386904080100896,-1.071545874946818
patchcore,screw,defocus,3,divide_lpres_off,16,0.53125,0.5,0.6640625,5.25,16,0.9365443546550852,0.9294604777319708,0.9445785987860882,2.134159192516163
patchcore,screw,defocus,3,divide_lpres_on,16,0.53125,0.5,0.625,4.0,16,0.9365443546550852,0.9294604777319708,0.9341879504700692,0.6673567016209675
patchcore,screw,defocus,3,identity,16,0.53125,0.5,0.5,0.0,16,0.9365443546550852,0.9294604777319708,0.9294604777319708,0.0
patchcore,screw,defocus,3,restormer_deblur,16,0.53125,0.5,0.578125,2.5,16,0.9365443546550852,0.9294604777319708,0.9329641962510408,0.4946046574634079
patchcore,screw,defocus,3,wiener,16,0.53125,0.5,0.609375,3.5,16,0.9365443546550852,0.9294604777319708,0.9202333995412726,-1.3025463726777984
patchcore,screw,defocus,4,divide_lpres_off,16,0.53125,0.5,0.578125,2.5,16,0.9365443546550852,0.9364560814288924,0.9420252917561092,63.090594593909344
patchcore,screw,defocus,4,divide_lpres_on,16,0.53125,0.5,0.5703125,2.25,16,0.9365443546550852,0.9364560814288924,0.9406601004077444,47.62507455745478
patchcore,screw,defocus,4,identity,16,0.53125,0.5,0.5,0.0,16,0.9365443546550852,0.9364560814288924,0.9364560814288924,0.0
patchcore,screw,defocus,4,restormer_deblur,16,0.53125,0.5,0.640625,4.5,16,0.9365443546550852,0.9364560814288924,0.9248695258297552,-131.25786944560986
patchcore,screw,defocus,4,wiener,16,0.53125,0.5,0.625,4.0,16,0.9365443546550852,0.9364560814288924,0.8993550962959729,-420.29714708682206
patchcore,screw,mixed,2,divide_lpres_off,16,0.53125,0.578125,0.5625,0.3333333333333333,16,0.9365443546550852,0.9224270640986918,0.8554266016090775,-4.745985939863773
patchcore,screw,mixed,2,divide_lpres_on,16,0.53125,0.578125,0.53125,1.0,16,0.9365443546550852,0.9224270640986918,0.898935625329358,-1.6640189330590196
patchcore,screw,mixed,2,identity,16,0.53125,0.578125,0.578125,-0.0,16,0.9365443546550852,0.9224270640986918,0.9224270640986918,0.0
patchcore,screw,mixed,2,restormer_deblur,16,0.53125,0.578125,0.578125,-0.0,16,0.9365443546550852,0.9224270640986918,0.9244327768241248,0.1420749057633236
patchcore,screw,mixed,2,wiener,16,0.53125,0.578125,0.578125,-0.0,16,0.9365443546550852,0.9224270640986918,0.9080599678912792,-1.0176950137862082
patchcore,screw,mixed,3,divide_lpres_off,16,0.53125,0.625,0.6875,-0.6666666666666666,16,0.9365443546550852,0.8951165841507978,0.8150584843192674,-1.932474252343488
patchcore,screw,mixed,3,divide_lpres_on,16,0.53125,0.625,0.5625,0.6666666666666666,16,0.9365443546550852,0.8951165841507978,0.8500778066350752,-1.087163923317127
patchcore,screw,mixed,3,identity,16,0.53125,0.625,0.625,-0.0,16,0.9365443546550852,0.8951165841507978,0.8951165841507978,0.0
patchcore,screw,mixed,3,restormer_deblur,16,0.53125,0.625,0.625,-0.0,16,0.9365443546550852,0.8951165841507978,0.8948604921891353,-0.0061816496167933
patchcore,screw,mixed,3,wiener,16,0.53125,0.625,0.5625,0.6666666666666666,16,0.9365443546550852,0.8951165841507978,0.8731341933948439,-0.5306196903277456
patchcore,screw,mixed,4,divide_lpres_off,16,0.53125,0.625,0.4921875,1.4166666666666667,16,0.9365443546550852,0.8766582982773052,0.7844590480620622,-1.5395779216721408
patchcore,screw,mixed,4,divide_lpres_on,16,0.53125,0.625,0.625,-0.0,16,0.9365443546550852,0.8766582982773052,0.875015674127977,-0.027429158783909
patchcore,screw,mixed,4,identity,16,0.53125,0.625,0.625,-0.0,16,0.9365443546550852,0.8766582982773052,0.8766582982773052,0.0
patchcore,screw,mixed,4,restormer_deblur,16,0.53125,0.625,0.625,-0.0,16,0.9365443546550852,0.8766582982773052,0.8700604712681035,-0.1101730086813632
patchcore,screw,mixed,4,wiener,16,0.53125,0.625,0.625,-0.0,16,0.9365443546550852,0.8766582982773052,0.8704684310122441,-0.1033607427080102
patchcore,screw,motion,2,divide_lpres_off,16,0.53125,0.6953125,0.5703125,0.7619047619047619,16,0.9365443546550852,0.9476203598752404,0.9536767090559292,-0.546799054379976
patchcore,screw,motion,2,divide_lpres_on,16,0.53125,0.6953125,0.65625,0.23809523809523808,16,0.9365443546550852,0.9476203598752404,0.9400863091820784,0.6802137181600717
patchcore,screw,motion,2,identity,16,0.53125,0.6953125,0.6953125,-0.0,16,0.9365443546550852,0.9476203598752404,0.9476203598752404,-0.0
patchcore,screw,motion,2,restormer_deblur,16,0.53125,0.6953125,0.578125,0.7142857142857143,16,0.9365443546550852,0.9476203598752404,0.9269402814307888,1.8671062385217725
patchcore,screw,motion,2,wiener,16,0.53125,0.6953125,0.546875,0.9047619047619048,16,0.9365443546550852,0.9476203598752404,0.9435405539881752,0.3683463311881689
patchcore,screw,motion,3,divide_lpres_off,16,0.53125,0.625,0.625,-0.0,16,0.9365443546550852,0.9452406483875438,0.8894050383798597,6.420621442359854
patchcore,screw,motion,3,divide_lpres_on,16,0.53125,0.625,0.609375,0.16666666666666666,16,0.9365443546550852,0.9452406483875438,0.8536371004927475,10.533630844699744
patchcore,screw,motion,3,identity,16,0.53125,0.625,0.625,-0.0,16,0.9365443546550852,0.9452406483875438,0.9452406483875438,-0.0
patchcore,screw,motion,3,restormer_deblur,16,0.53125,0.625,0.5390625,0.9166666666666666,16,0.9365443546550852,0.9452406483875438,0.8972039754434101,5.523809846123054
patchcore,screw,motion,3,wiener,16,0.53125,0.625,0.609375,0.16666666666666666,16,0.9365443546550852,0.9452406483875438,0.8839016166884873,7.053468245916065
patchcore,screw,motion,4,divide_lpres_off,16,0.53125,0.5,0.5625,2.0,16,0.9365443546550852,0.9494283473133848,0.8053345073201614,11.18394303806122
patchcore,screw,motion,4,divide_lpres_on,16,0.53125,0.5,0.5625,2.0,16,0.9365443546550852,0.9494283473133848,0.7655831275418021,14.269273869319631
patchcore,screw,motion,4,identity,16,0.53125,0.5,0.5,0.0,16,0.9365443546550852,0.9494283473133848,0.9494283473133848,-0.0
patchcore,screw,motion,4,restormer_deblur,16,0.53125,0.5,0.3828125,-3.75,16,0.9365443546550852,0.9494283473133848,0.8294049689771757,9.31569751080936
patchcore,screw,motion,4,wiener,16,0.53125,0.5,0.3125,-6.0,16,0.9365443546550852,0.9494283473133848,0.7870808510913774,12.600713189433916
patchcore,screw,noise,2,divide_lpres_off,16,0.53125,0.5625,0.703125,-4.5,16,0.9365443546550852,0.9267275537262568,0.9336711305208988,0.7073156362223113
patchcore,screw,noise,2,divide_lpres_on,16,0.53125,0.5625,0.640625,-2.5,16,0.9365443546550852,0.9267275537262568,0.920979439512662,-0.5855384310294822
patchcore,screw,noise,2,identity,16,0.53125,0.5625,0.5625,-0.0,16,0.9365443546550852,0.9267275537262568,0.9267275537262568,0.0
patchcore,screw,noise,2,restormer_deblur,16,0.53125,0.5625,0.5625,-0.0,16,0.9365443546550852,0.9267275537262568,0.9267275537262568,0.0
patchcore,screw,noise,2,wiener,16,0.53125,0.5625,0.59375,-1.0,16,0.9365443546550852,0.9267275537262568,0.9296362311728296,0.2962958572411459
patchcore,screw,noise,3,divide_lpres_off,16,0.53125,0.609375,0.75,-1.8,16,0.9365443546550852,0.911460529570138,0.9267279239063054,0.6086549513267572
patchcore,screw,noise,3,divide_lpres_on,16,0.53125,0.609375,0.6875,-1.0,16,0.9365443546550852,0.911460529570138,0.9125663958890784,0.0440868294686009
patchcore,screw,noise,3,identity,16,0.53125,0.609375,0.609375,-0.0,16,0.9365443546550852,0.911460529570138,0.911460529570138,0.0
patchcore,screw,noise,3,restormer_deblur,16,0.53125,0.609375,0.609375,-0.0,16,0.9365443546550852,0.911460529570138,0.911460529570138,0.0
patchcore,screw,noise,3,wiener,16,0.53125,0.609375,0.640625,-0.4,16,0.9365443546550852,0.911460529570138,0.9192912983377658,0.3121839967033966
patchcore,screw,noise,4,divide_lpres_off,16,0.53125,0.65625,0.7109375,-0.4375,16,0.9365443546550852,0.8925758710726839,0.9161955263324776,0.5371951301328837
