restorer,drr_mean,drr_rel_mean,residual_corr_mean,acg_mean,dremr_mean,psnr_normal,n
classical_pipeline,0.31238084878875977,0.38995066936175565,,0.6203656653093695,-8.95016554741154,15.526409563539305,180
wiener,0.33908259931227397,0.4232829479894256,,0.5808269711449994,-3.37722073244265,17.804547573323983,180
bilateral,0.7846150553060902,0.9794491794047845,,1.0462053843803842,-0.046229506996595573,28.065813631347797,180
identity,0.8010778627461858,1.0,,1.0,0.0,28.330313705946725,180
restormer_deblur,0.8733664995266331,1.0902392141166324,,1.3981237166921099,-0.39136163394397455,28.348729528648203,180
