restorer,detector,category,family,severity,n_pixel_images,pix_auroc_clean,pix_auroc_degraded,pix_auroc_method,pix_gap_closed
divide_lpres_on,padim,carpet,motion,3,16,0.9805406564110745,0.8882004396552748,0.9189244421032166,0.3327261244057241
divide_lpres_off,padim,carpet,motion,3,16,0.9805406564110745,0.8882004396552748,0.9618532872106109,0.7976248068608758
identity,padim,carpet,motion,4,16,0.9805406564110745,0.8492931952523054,0.8492931952523054,0.0
wiener,padim,carpet,motion,4,16,0.9805406564110745,0.8492931952523054,0.8138766399153669,-0.2698456413880297
restormer_deblur,padim,carpet,motion,4,16,0.9805406564110745,0.8492931952523054,0.9141662934661802,0.49428078563286093
divide_lpres_on,padim,carpet,motion,4,16,0.9805406564110745,0.8492931952523054,0.8532491824158744,0.03014143762204675
divide_lpres_off,padim,carpet,motion,4,16,0.9805406564110745,0.8492931952523054,0.9166787282020725,0.5134235158137753
identity,padim,carpet,noise,2,16,0.9805406564110745,0.9454470398073939,0.9454470398073939,0.0
wiener,padim,carpet,noise,2,16,0.9805406564110745,0.9454470398073939,0.8917364109018505,-1.5304956884925391
restormer_deblur,padim,carpet,noise,2,16,0.9805406564110745,0.9454470398073939,0.9434348047751568,-0.05733906125896348
divide_lpres_on,padim,carpet,noise,2,16,0.9805406564110745,0.9454470398073939,0.8911291051932726,-1.547800992629082
divide_lpres_off,padim,carpet,noise,2,16,0.9805406564110745,0.9454470398073939,0.8836055190552036,-1.7621871649929746
identity,padim,carpet,noise,3,16,0.9805406564110745,0.9265593294394951,0.9265593294394951,0.0
wiener,padim,carpet,noise,3,16,0.9805406564110745,0.9265593294394951,0.8300044892579224,-1.7886711127425239
restormer_deblur,padim,carpet,noise,3,16,0.9805406564110745,0.9265593294394951,0.9200987814364302,-0.1196811632004965
divide_lpres_on,padim,carpet,noise,3,16,0.9805406564110745,0.9265593294394951,0.8209755740341008,-1.955931084483774
divide_lpres_off,padim,carpet,noise,3,16,0.9805406564110745,0.9265593294394951,0.8265503608630858,-1.852658580050528
identity,padim,carpet,noise,4,16,0.9805406564110745,0.9166345892099727,0.9166345892099727,0.0
wiener,padim,carpet,noise,4,16,0.9805406564110745,0.9166345892099727,0.905211796274579,-0.17874348142012828
restormer_deblur,padim,carpet,noise,4,16,0.9805406564110745,0.9166345892099727,0.9166345892099727,0.0
divide_lpres_on,padim,carpet,noise,4,16,0.9805406564110745,0.9166345892099727,0.9036204124246886,-0.20364540262398856
divide_lpres_off,padim,carpet,noise,4,16,0.9805406564110745,0.9166345892099727,0.8759700334738246,-0.6363176067177377
identity,padim,carpet,mixed,2,16,0.9805406564110745,0.9501658298912248,0.9501658298912248,0.0
wiener,padim,carpet,mixed,2,16,0.9805406564110745,0.9501658298912248,0.907469080337966,-1.405662334412241
restormer_deblur,padim,carpet,mixed,2,16,0.9805406564110745,0.9501658298912248,0.9327077108790741,-0.5747561718827245
divide_lpres_on,padim,carpet,mixed,2,16,0.9805406564110745,0.9501658298912248,0.9102527428212976,-1.314018601681372
divide_lpres_off,padim,carpet,mixed,2,16,0.9805406564110745,0.9501658298912248,0.8614859623031548,-2.919518487788514
identity,padim,carpet,mixed,3,16,0.9805406564110745,0.8498343623018682,0.8498343623018682,0.0
wiener,padim,carpet,mixed,3,16,0.9805406564110745,0.8498343623018682,0.8055505843807386,-0.3388037142582444
restormer_deblur,padim,carpet,mixed,3,16,0.9805406564110745,0.8498343623018682,0.8472294018153185,-0.01992987793206967
divide_lpres_on,padim,carpet,mixed,3,16,0.9805406564110745,0.8498343623018682,0.8333645211108675,-0.12600648884773671
divide_lpres_off,padim,carpet,mixed,3,16,0.9805406564110745,0.8498343623018682,0.7220625869920122,-0.9775487567806143
identity,padim,carpet,mixed,4,16,0.9805406564110745,0.7801397762845096,0.7801397762845096,0.0
wiener,padim,carpet,mixed,4,16,0.9805406564110745,0.7801397762845096,0.7367351651132779,-0.2165889248780703
restormer_deblur,padim,carpet,mixed,4,16,0.9805406564110745,0.7801397762845096,0.7778572153398612,-0.011389974650844015
divide_lpres_on,padim,carpet,mixed,4,16,0.9805406564110745,0.7801397762845096,0.7535184840909529,-0.13284019599486682
divide_lpres_off,padim,carpet,mixed,4,16,0.9805406564110745,0.7801397762845096,0.6178031311144639,-0.8100595419916348
identity,patchcore,carpet,defocus,2,16,0.9839746633164695,0.6746213766542148,0.6746213766542148,0.0
wiener,patchcore,carpet,defocus,2,16,0.9839746633164695,0.6746213766542148,0.9714840760422203,0.9596235507661304
restormer_deblur,patchcore,carpet,defocus,2,16,0.9839746633164695,0.6746213766542148,0.934971862662767,0.841595991487872
divide_lpres_on,patchcore,carpet,defocus,2,16,0.9839746633164695,0.6746213766542148,0.9774244925144066,0.9788262446708241
divide_lpres_off,patchcore,carpet,defocus,2,16,0.9839746633164695,0.6746213766542148,0.9805918077668058,0.9890647499298848
identity,patchcore,carpet,defocus,3,16,0.9839746633164695,0.535229104528036,0.535229104528036,0.0
wiener,patchcore,carpet,defocus,3,16,0.9839746633164695,0.535229104528036,0.8519184548113399,0.7057214140198563
restormer_deblur,patchcore,carpet,defocus,3,16,0.9839746633164695,0.535229104528036,0.6429473257463875,0.24004298005573474
