restorer,detector,category,family,severity,n_pixel_images,pix_auroc_clean,pix_auroc_degraded,pix_auroc_method,pix_gap_closed
divide_lpres_on,patchcore,bottle,mixed,4,16,0.9682322615134493,0.5560489370073122,0.5560891980209928,9.767744420237609e-05
divide_lpres_off,patchcore,bottle,mixed,4,16,0.9682322615134493,0.5560489370073122,0.5193441429908123,-0.08904968210559748
identity,padim,screw,defocus,2,16,0.9434001299263389,0.9215350173939234,0.9215350173939234,0.0
wiener,padim,screw,defocus,2,16,0.9434001299263389,0.9215350173939234,0.8411112082951492,-3.678179519064634
restormer_deblur,padim,screw,defocus,2,16,0.9434001299263389,0.9215350173939234,0.9428770549873755,0.9760771897154451
divide_lpres_on,padim,screw,defocus,2,16,0.9434001299263389,0.9215350173939234,0.9139317773226031,-0.34773386416595475
divide_lpres_off,padim,screw,defocus,2,16,0.9434001299263389,0.9215350173939234,0.9270917687729399,0.2541377900881346
identity,padim,screw,defocus,3,16,0.9434001299263389,0.9141557481323311,0.9141557481323311,0.0
wiener,padim,screw,defocus,3,16,0.9434001299263389,0.9141557481323311,0.8013698004274792,-3.8566706076844453
restormer_deblur,padim,screw,defocus,3,16,0.9434001299263389,0.9141557481323311,0.9355944397094729,0.7330875286799377
divide_lpres_on,padim,screw,defocus,3,16,0.9434001299263389,0.9141557481323311,0.8946924431374136,-0.6655399704467546
divide_lpres_off,padim,screw,defocus,3,16,0.9434001299263389,0.9141557481323311,0.9072717230742318,-0.2353964979184453
identity,padim,screw,defocus,4,16,0.9434001299263389,0.9081819380321806,0.9081819380321806,0.0
wiener,padim,screw,defocus,4,16,0.9434001299263389,0.9081819380321806,0.7586166163246011,-4.246820000216653
restormer_deblur,padim,screw,defocus,4,16,0.9434001299263389,0.9081819380321806,0.9247547465240502,0.47057522264845597
divide_lpres_on,padim,screw,defocus,4,16,0.9434001299263389,0.9081819380321806,0.901490774349338,-0.18999168676664765
divide_lpres_off,padim,screw,defocus,4,16,0.9434001299263389,0.9081819380321806,0.8982813565291137,-0.2811212322546622
identity,padim,screw,motion,2,16,0.9434001299263389,0.9190859418333265,0.9190859418333265,0.0
wiener,padim,screw,motion,2,16,0.9434001299263389,0.9190859418333265,0.8681340237843398,-2.0955632100102717
restormer_deblur,padim,screw,motion,2,16,0.9434001299263389,0.9190859418333265,0.9325282845381389,0.5528600277907495
divide_lpres_on,padim,screw,motion,2,16,0.9434001299263389,0.9190859418333265,0.8931761810682068,-1.0656231113292134
divide_lpres_off,padim,screw,motion,2,16,0.9434001299263389,0.9190859418333265,0.9099394181692954,-0.3761805094639252
identity,padim,screw,motion,3,16,0.9434001299263389,0.9173727185975734,0.9173727185975734,0.0
wiener,padim,screw,motion,3,16,0.9434001299263389,0.9173727185975734,0.7974941292616877,-4.605859100685737
restormer_deblur,padim,screw,motion,3,16,0.9434001299263389,0.9173727185975734,0.9311314210600283,0.5286235457173104
divide_lpres_on,padim,screw,motion,3,16,0.9434001299263389,0.9173727185975734,0.8954235365830768,-0.8433102215677641
divide_lpres_off,padim,screw,motion,3,16,0.9434001299263389,0.9173727185975734,0.9042515207202952,-0.5041299617367867
identity,padim,screw,motion,4,16,0.9434001299263389,0.9216526185462279,0.9216526185462279,0.0
wiener,padim,screw,motion,4,16,0.9434001299263389,0.9216526185462279,0.7820954133507726,-6.417157474077067
restormer_deblur,padim,screw,motion,4,16,0.9434001299263389,0.9216526185462279,0.9291707271966405,0.3456997225571384
divide_lpres_on,padim,screw,motion,4,16,0.9434001299263389,0.9216526185462279,0.8958671588952843,-1.1856740387557845
divide_lpres_off,padim,screw,motion,4,16,0.9434001299263389,0.9216526185462279,0.906378923589029,-0.702319207482623
identity,padim,screw,noise,2,16,0.9434001299263389,0.9302347304992017,0.9302347304992017,0.0
wiener,padim,screw,noise,2,16,0.9434001299263389,0.9302347304992017,0.9268600771036278,-0.2563274600402809
restormer_deblur,padim,screw,noise,2,16,0.9434001299263389,0.9302347304992017,0.9302347304992017,0.0
divide_lpres_on,padim,screw,noise,2,16,0.9434001299263389,0.9302347304992017,0.9387218074324327,0.6446501665370673
divide_lpres_off,padim,screw,noise,2,16,0.9434001299263389,0.9302347304992017,0.9445074353843449,1.084107243698473
identity,padim,screw,noise,3,16,0.9434001299263389,0.914215164865209,0.914215164865209,0.0
wiener,padim,screw,noise,3,16,0.9434001299263389,0.914215164865209,0.9174396963456964,0.11048604902330371
restormer_deblur,padim,screw,noise,3,16,0.9434001299263389,0.914215164865209,0.914215164865209,0.0
divide_lpres_on,padim,screw,noise,3,16,0.9434001299263389,0.914215164865209,0.9316379901809383,0.5969794817035403
divide_lpres_off,padim,screw,noise,3,16,0.9434001299263389,0.914215164865209,0.9390542334361964,0.8510912560272139
identity,padim,screw,noise,4,16,0.9434001299263389,0.8949004643441867,0.8949004643441867,0.0
wiener,padim,screw,noise,4,16,0.9434001299263389,0.8949004643441867,0.9056971936933483,0.22261451124592535
restormer_deblur,padim,screw,noise,4,16,0.9434001299263389,0.8949004643441867,0.8949004643441867,0.0
divide_lpres_on,padim,screw,noise,4,16,0.9434001299263389,0.8949004643441867,0.9206391970667195,0.530699179336292
divide_lpres_off,padim,screw,noise,4,16,0.9434001299263389,0.8949004643441867,0.9404545643484311,0.9392662703432789
identity,padim,screw,mixed,2,16,0.9434001299263389,0.9155645470144304,0.9155645470144304,0.0
wiener,padim,screw,mixed,2,16,0.9434001299263389,0.9155645470144304,0.8825833634142649,-1.1848569402890243
restormer_deblur,padim,screw,mixed,2,16,0.9434001299263389,0.9155645470144304,0.9150550426438425,-0.01830406685573151
divide_lpres_on,padim,screw,mixed,2,16,0.9434001299263389,0.9155645470144304,0.9201822903939055,0.16589353972176474
divide_lpres_off,padim,screw,mixed,2,16,0.9434001299263389,0.9155645470144304,0.9012848835003939,-0.513000340579443
identity,padim,screw,mixed,3,16,0.9434001299263389,0.8945991974562428,0.8945991974562428,0.0
wiener,padim,screw,mixed,3,16,0.9434001299263389,0.8945991974562428,0.8130011791333478,-1.6720585897184674
restormer_deblur,padim,screw,mixed,3,16,0.9434001299263389,0.8945991974562428,0.8932100777883394,-0.02846502305575133
divide_lpres_on,padim,screw,mixed,3,16,0.9434001299263389,0.8945991974562428,0.8808624411895213,-0.28148552848122455
divide_lpres_off,padim,screw,mixed,3,16,0.9434001299263389,0.8945991974562428,0.8194021640492355,-1.5408933723364011
identity,padim,screw,mixed,4,16,0.9434001299263389,0.8507509729782967,0.8507509729782967,0.0
wiener,padim,screw,mixed,4,16,0.9434001299263389,0.8507509729782967,0.7953069867313101,-0.5984294738707631
restormer_deblur,padim,screw,mixed,4,16,0.9434001299263389,0.8507509729782967,0.8496083702721405,-0.01233257531740904
divide_lpres_on,padim,screw,mixed,4,16,0.9434001299263389,0.8507509729782967,0.8690052591341801,0.19702592832140348
divide_lpres_off,padim,screw,mixed,4,16,0.9434001299263389,0.8507509729782967,0.7980429880105573,-0.5688987002579867
identity,patchcore,screw,defocus,2,16,0.9365443546550851,0.9375803217465982,0.9375803217465982,-0.0
wiener,patchcore,screw,defocus,2,16,0.9365443546550851,0.9375803217465982,0.9386904080100897,-1.071545874946818
restormer_deblur,patchcore,screw,defocus,2,16,0.9365443546550851,0.9375803217465982,0.9403970036459355,-2.7188912875826015
divide_lpres_on,patchcore,screw,defocus,2,16,0.9365443546550851,0.9375803217465982,0.9492565405696599,-11.270839507081028
divide_lpres_off,patchcore,screw,defocus,2,16,0.9365443546550851,0.9375803217465982,0.954196501515789,-16.039293048316576
identity,patchcore,screw,defocus,3,16,0.9365443546550851,0.9294604777319709,0.9294604777319709,0.0
wiener,patchcore,screw,defocus,3,16,0.9365443546550851,0.9294604777319709,0.9202333995412726,-1.3025463726777984
restormer_deblur,patchcore,screw,defocus,3,16,0.9365443546550851,0.9294604777319709,0.9329641962510408,0.4946046574634079
divide_lpres_on,patchcore,screw,defocus,3,16,0.9365443546550851,0.9294604777319709,0.9341879504700693,0.6673567016209675
divide_lpres_off,patchcore,screw,defocus,3,16,0.9365443546550851,0.9294604777319709,0.9445785987860882,2.134159192516163
identity,patchcore,screw,defocus,4,16,0.9365443546550851,0.9364560814288925,0.9364560814288925,0.0
wiener,patchcore,screw,defocus,4,16,0.9365443546550851,0.9364560814288925,0.8993550962959729,-420.29714708682206
restormer_deblur,patchcore,screw,defocus,4,16,0.9365443546550851,0.9364560814288925,0.9248695258297551,-131.25786944560986
divide_lpres_on,patchcore,screw,defocus,4,16,0.9365443546550851,0.9364560814288925,0.9406601004077444,47.62507455745478
divide_lpres_off,patchcore,screw,defocus,4,16,0.9365443546550851,0.9364560814288925,0.9420252917561093,63.090594593909344
identity,patchcore,screw,motion,2,16,0.9365443546550851,0.9476203598752405,0.9476203598752405,-0.0
wiener,patchcore,screw,motion,2,16,0.9365443546550851,0.9476203598752405,0.9435405539881753,0.3683463311881689
restormer_deblur,patchcore,screw,motion,2,16,0.9365443546550851,0.9476203598752405,0.9269402814307887,1.8671062385217725
divide_lpres_on,patchcore,screw,motion,2,16,0.9365443546550851,0.9476203598752405,0.9400863091820783,0.6802137181600717
divide_lpres_off,patchcore,screw,motion,2,16,0.9365443546550851,0.9476203598752405,0.9536767090559292,-0.546799054379976
identity,patchcore,screw,motion,3,16,0.9365443546550851,0.9452406483875438,0.9452406483875438,-0.0
wiener,patchcore,screw,motion,3,16,0.9365443546550851,0.9452406483875438,0.8839016166884873,7.053468245916065
restormer_deblur,patchcore,screw,motion,3,16,0.9365443546550851,0.9452406483875438,0.8972039754434101,5.523809846123054
divide_lpres_on,patchcore,screw,motion,3,16,0.9365443546550851,0.9452406483875438,0.8536371004927475,10.533630844699744
divide_lpres_off,patchcore,screw,motion,3,16,0.9365443546550851,0.9452406483875438,0.8894050383798597,6.420621442359854
identity,patchcore,screw,motion,4,16,0.9365443546550851,0.9494283473133849,0.9494283473133849,-0.0
wiener,patchcore,screw,motion,4,16,0.9365443546550851,0.9494283473133849,0.7870808510913774,12.600713189433915
restormer_deblur,patchcore,screw,motion,4,16,0.9365443546550851,0.9494283473133849,0.8294049689771757,9.31569751080936
divide_lpres_on,patchcore,screw,motion,4,16,0.9365443546550851,0.9494283473133849,0.7655831275418021,14.269273869319633
divide_lpres_off,patchcore,screw,motion,4,16,0.9365443546550851,0.9494283473133849,0.8053345073201614,11.18394303806122
identity,patchcore,screw,noise,2,16,0.9365443546550851,0.9267275537262568,0.9267275537262568,0.0
wiener,patchcore,screw,noise,2,16,0.9365443546550851,0.9267275537262568,0.9296362311728297,0.29629585724114593
restormer_deblur,patchcore,screw,noise,2,16,0.9365443546550851,0.9267275537262568,0.9267275537262568,0.0
divide_lpres_on,patchcore,screw,noise,2,16,0.9365443546550851,0.9267275537262568,0.9209794395126619,-0.5855384310294822
divide_lpres_off,patchcore,screw,noise,2,16,0.9365443546550851,0.9267275537262568,0.9336711305208988,0.7073156362223113
identity,patchcore,screw,noise,3,16,0.9365443546550851,0.9114605295701381,0.9114605295701381,0.0
wiener,patchcore,screw,noise,3,16,0.9365443546550851,0.9114605295701381,0.9192912983377658,0.31218399670339664
restormer_deblur,patchcore,screw,noise,3,16,0.9365443546550851,0.9114605295701381,0.9114605295701381,0.0
divide_lpres_on,patchcore,screw,noise,3,16,0.9365443546550851,0.9114605295701381,0.9125663958890784,0.044086829468600985
divide_lpres_off,patchcore,screw,noise,3,16,0.9365443546550851,0.9114605295701381,0.9267279239063054,0.6086549513267572
identity,patchcore,screw,noise,4,16,0.9365443546550851,0.8925758710726839,0.8925758710726839,0.0
wiener,patchcore,screw,noise,4,16,0.9365443546550851,0.8925758710726839,0.9003155655580839,0.17602823328885273
restormer_deblur,patchcore,screw,noise,4,16,0.9365443546550851,0.8925758710726839,0.8925758710726839,0.0
divide_lpres_on,patchcore,screw,noise,4,16,0.9365443546550851,0.8925758710726839,0.8978012254458689,0.11884317919202804
divide_lpres_off,patchcore,screw,noise,4,16,0.9365443546550851,0.8925758710726839,0.9161955263324775,0.5371951301328837
identity,patchcore,screw,mixed,2,16,0.9365443546550851,0.9224270640986918,0.9224270640986918,0.0
wiener,patchcore,screw,mixed,2,16,0.9365443546550851,0.9224270640986918,0.9080599678912792,-1.0176950137862082
restormer_deblur,patchcore,screw,mixed,2,16,0.9365443546550851,0.9224270640986918,0.9244327768241248,0.1420749057633236
divide_lpres_on,patchcore,screw,mixed,2,16,0.9365443546550851,0.9224270640986918,0.898935625329358,-1.6640189330590196
divide_lpres_off,patchcore,screw,mixed,2,16,0.9365443546550851,0.9224270640986918,0.8554266016090775,-4.745985939863773
identity,patchcore,screw,mixed,3,16,0.9365443546550851,0.8951165841507978,0.8951165841507978,0.0
wiener,patchcore,screw,mixed,3,16,0.9365443546550851,0.8951165841507978,0.8731341933948439,-0.5306196903277456
restormer_deblur,patchcore,screw,mixed,3,16,0.9365443546550851,0.8951165841507978,0.8948604921891353,-0.006181649616793334
divide_lpres_on,patchcore,screw,mixed,3,16,0.9365443546550851,0.8951165841507978,0.8500778066350752,-1.087163923317127
divide_lpres_off,patchcore,screw,mixed,3,16,0.9365443546550851,0.8951165841507978,0.8150584843192674,-1.9324742523434881
identity,patchcore,screw,mixed,4,16,0.9365443546550851,0.8766582982773052,0.8766582982773052,0.0
wiener,patchcore,screw,mixed,4,16,0.9365443546550851,0.8766582982773052,0.8704684310122441,-0.1033607427080102
restormer_deblur,patchcore,screw,mixed,4,16,0.9365443546550851,0.8766582982773052,0.8700604712681035,-0.11017300868136323
divide_lpres_on,patchcore,screw,mixed,4,16,0.9365443546550851,0.8766582982773052,0.875015674127977,-0.027429158783909044
divide_lpres_off,patchcore,screw,mixed,4,16,0.9365443546550851,0.8766582982773052,0.7844590480620622,-1.5395779216721408
