restorer,drr_mean,drr_rel_mean,residual_corr_mean,acg_mean,dremr_mean,psnr_normal,n
wiener,0.4643030053215777,0.5847782057504662,0.14999039006133025,0.5281989802542989,-2.2317567576483697,17.236166233305518,288
identity,0.7939813774792128,1.0,0.725215958857778,1.0,0.0,24.2551057831455,288
restormer_deblur,0.8376319173525594,1.0549767804528758,0.7371484820297614,1.1579859990453596,-0.2042894277322874,24.25211408189732,288
divide_lpres_on,0.8645051266260756,1.0888229260121522,0.7866656125896596,1.1455376930326338,0.10476175457660936,26.385282490634797,288
divide_lpres_off,0.92479278058939,1.164753742116076,0.5164746467064085,1.1679541159109783,-0.031138875525634633,26.514665388106305,288
